"nomHotel","notapersona","data","estrelles","notaHotel","TipusHabitacio","DuradaEstancia","Nits","ProcedenciaComentari","TipusViatge","Acompanyament","ViajaConMascota","Season","recomanar"
"Hostal Balkonis",8.3,2019-03-30,"2",8.8,"Altres","Una Nit",1,"Enviadopormóvil","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2019-01-16,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2019-01-13,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-12-20,"2",8.8,"Habitacio Doble","De 6 a 7 Nits",7,"EnviadoporWeb","SenseInformar","Personaqueviajasola","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2018-12-16,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",7.9,2018-12-08,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",10,2018-12-01,"2",8.8,"Altres","Una Nit",1,"Enviadopormóvil","Viajedenegocios","Personaqueviajasola","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2018-11-21,"2",8.8,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","QUART TRIMESTRE",0
"Hostal Balkonis",6.7,2018-10-29,"2",8.8,"Habitacio Doble","Estanciade6noches",6,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",7.1,2018-10-24,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","QUART TRIMESTRE",1
"Hostal Balkonis",6.3,2018-10-23,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",9.2,2019-03-17,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-10-09,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2018-09-29,"2",8.8,"Habitacio Triple","De 3 a 5 Nits",3,"Enviadopormóvil","SenseInformar","Pareja","N","TERCER TRIMESTRE",0
"Hostal Balkonis",7.5,2018-09-24,"2",8.8,"Altres","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hostal Balkonis",7.9,2018-09-17,"2",8.8,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Grupo","N","TERCER TRIMESTRE",1
"Hostal Balkonis",10,2018-09-04,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hostal Balkonis",8.3,2018-08-26,"2",8.8,"Altres","De 3 a 5 Nits",5,"EnviadoporWeb","Viajedenegocios","Familiaconniños","N","TERCER TRIMESTRE",1
"Hostal Balkonis",10,2018-07-13,"2",8.8,"Altres","De 3 a 5 Nits",4,"Enviadopormóvil","SenseInformar","Familiaconniños","N","TERCER TRIMESTRE",0
"Hostal Balkonis",8.8,2018-06-29,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",5.8,2018-06-26,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",9.2,2018-06-23,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hostal Balkonis",10,2018-06-07,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hostal Balkonis",8.3,2018-05-28,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",9.6,2018-05-20,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hostal Balkonis",7.9,2018-05-16,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",7.5,2018-05-13,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",10,2018-04-29,"2",8.8,"Habitacio Triple","Dos nits",2,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hostal Balkonis",9.2,2018-04-10,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hostal Balkonis",10,2018-04-05,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hostal Balkonis",7.9,2018-03-30,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2018-03-28,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2019-02-21,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.2,2018-03-27,"2",8.8,"Habitacio Triple","De 6 a 7 Nits",7,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.8,2018-03-21,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedenegocios","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",8.8,2018-03-16,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2018-03-11,"2",8.8,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.3,2018-03-06,"2",8.8,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2018-03-05,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.2,2018-02-22,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","SenseInformar","Personaqueviajasola","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.6,2018-02-12,"2",8.8,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedenegocios","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-02-12,"2",8.8,"Habitacio Individual","De 3 a 5 Nits",3,"EnviadoporWeb","SenseInformar","Personaqueviajasola","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-02-06,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","SenseInformar","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.2,2019-02-17,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.9,2018-02-04,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",9.2,2018-01-28,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.6,2018-01-25,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.8,2018-01-22,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.9,2017-12-09,"2",8.8,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Grupo","N","QUART TRIMESTRE",1
"Hostal Balkonis",10,2017-12-09,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",9.2,2017-12-04,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","QUART TRIMESTRE",0
"Hostal Balkonis",6.7,2017-11-30,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",9.2,2017-11-28,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2019-02-12,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2017-11-24,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","SenseInformar","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",8.3,2017-11-20,"2",8.8,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",7.1,2017-11-13,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"EnviadoporWeb","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",9.6,2017-11-11,"2",8.8,"Habitacio Individual","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2017-11-09,"2",8.8,"Habitacio Doble","Estanciade6noches",6,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",9.2,2017-10-19,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"EnviadoporWeb","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",9.6,2017-10-08,"2",8.8,"Habitacio Doble","Estanciade6noches",6,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","QUART TRIMESTRE",0
"Hostal Balkonis",8.3,2017-09-22,"2",8.8,"Habitacio Triple","Una Nit",1,"EnviadoporWeb","Viajedenegocios","Familiaconniños","N","TERCER TRIMESTRE",1
"Hostal Balkonis",9.6,2017-08-29,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hostal Balkonis",8.3,2019-02-04,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",8.8,2017-08-21,"2",8.8,"Habitacio Individual","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hostal Balkonis",9.2,2017-07-20,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hostal Balkonis",9.6,2017-05-28,"2",8.8,"Altres","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hostal Balkonis",5.8,2017-05-18,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",10,2017-05-02,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hostal Balkonis",7.5,2019-02-02,"2",8.8,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2019-01-30,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.6,2019-04-11,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedenegocios","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hostal Balkonis",6.7,2019-03-09,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2019-03-05,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.8,2019-03-04,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2019-02-24,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.8,2019-02-15,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.9,2019-02-14,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.9,2019-02-11,"2",8.8,"Altres","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",8.8,2019-02-11,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2019-02-11,"2",8.8,"Habitacio Doble","Estanciade6noches",6,"EnviadoporWeb","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2019-02-06,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.8,2019-04-09,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",7.9,2019-01-29,"2",8.8,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",9.2,2019-01-27,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.2,2019-01-13,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.1,2019-01-03,"2",8.8,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","SenseInformar","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.9,2018-12-14,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",9.6,2018-12-10,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",7.9,2018-12-10,"2",8.8,"Habitacio Doble","De 6 a 7 Nits",7,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",10,2018-12-05,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Grupo","N","QUART TRIMESTRE",0
"Hostal Balkonis",8.8,2018-11-20,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",10,2018-11-14,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","Viajedenegocios","Grupo","N","QUART TRIMESTRE",0
"Hostal Balkonis",8.8,2019-04-05,"2",8.8,"Habitacio Triple","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hostal Balkonis",10,2018-11-10,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","QUART TRIMESTRE",0
"Hostal Balkonis",8.3,2018-11-09,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",7.5,2018-10-28,"2",8.8,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",1
"Hostal Balkonis",10,2018-10-07,"2",8.8,"Altres","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2018-09-07,"2",8.8,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hostal Balkonis",8.8,2018-08-01,"2",8.8,"Altres","Dos nits",2,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hostal Balkonis",9.2,2018-07-18,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hostal Balkonis",7.5,2018-07-17,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"EnviadoporWeb","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hostal Balkonis",10,2018-07-17,"2",8.8,"Altres","Una Nit",1,"Enviadopormóvil","SenseInformar","Familiaconniños","N","TERCER TRIMESTRE",0
"Hostal Balkonis",9.2,2019-03-29,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.5,2018-07-13,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","TERCER TRIMESTRE",1
"Hostal Balkonis",9.6,2018-07-13,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","SenseInformar","Pareja","N","TERCER TRIMESTRE",0
"Hostal Balkonis",7.9,2018-07-07,"2",8.8,"Habitacio Triple","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hostal Balkonis",7.9,2018-06-22,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",8.3,2018-06-15,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",10,2018-06-12,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hostal Balkonis",6.3,2018-06-07,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",10,2018-06-03,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hostal Balkonis",10,2018-05-28,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hostal Balkonis",9.2,2018-05-24,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hostal Balkonis",10,2019-03-29,"2",8.8,"Altres","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.9,2018-05-16,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hostal Balkonis",7.5,2018-05-14,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",6.7,2018-05-12,"2",8.8,"Altres","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hostal Balkonis",7.5,2018-05-08,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hostal Balkonis",8.8,2018-04-24,"2",8.8,"Altres","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Grupo","N","SEGON TRIMESTRE",1
"Hostal Balkonis",7.5,2018-04-21,"2",8.8,"Altres","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedenegocios","Grupo","N","SEGON TRIMESTRE",1
"Hostal Balkonis",10,2018-04-15,"2",8.8,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hostal Balkonis",7.5,2018-04-08,"2",8.8,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hostal Balkonis",8.3,2018-04-08,"2",8.8,"Habitacio Triple","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hostal Balkonis",9.6,2018-03-30,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2019-03-28,"2",8.8,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.6,2018-03-30,"2",8.8,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",8.3,2018-03-22,"2",8.8,"Habitacio Individual","De 3 a 5 Nits",3,"Enviadopormóvil","SenseInformar","Personaqueviajasola","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.5,2018-03-20,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",8.8,2018-03-09,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",9.6,2018-03-06,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedenegocios","Personaqueviajasola","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.9,2018-02-26,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.9,2018-02-23,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2018-02-19,"2",8.8,"Altres","Dos nits",2,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-02-16,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-02-15,"2",8.8,"Habitacio Triple","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.2,2019-03-18,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",10,2018-02-14,"2",8.8,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedenegocios","Personaqueviajasola","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.6,2018-02-10,"2",8.8,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.6,2018-02-05,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedenegocios","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.9,2018-01-24,"2",8.8,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",8.8,2018-01-23,"2",8.8,"Habitacio Triple","Dos nits",2,"EnviadoporWeb","Viajedeocio","Grupo","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",9.6,2018-01-12,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",9.2,2019-03-13,"2",8.8,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","SenseInformar","Pareja","N","PRIMER TRIMESTRE",0
"Hostal Balkonis",7.1,2019-03-10,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",7.5,2018-01-09,"2",8.8,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","PRIMER TRIMESTRE",1
"Hostal Balkonis",10,2017-12-09,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","SenseInformar","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",9.2,2017-12-06,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",9.2,2017-12-01,"2",8.8,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","QUART TRIMESTRE",0
"Hostal Balkonis",10,2017-11-28,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hostal Balkonis",8.8,2017-11-28,"2",8.8,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Grupo","N","QUART TRIMESTRE",1
"Hostal Balkonis",10,2017-11-23,"2",8.8,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Familiaconniños","N","QUART TRIMESTRE",0
